instance_id,base_commit,file,line,start_line,end_line,n_lines,current_statement,extracted_statement,reason
django__django-13343,ece18207cbb64dd89014e279ac636a6c9829828e,django/db/models/fields/files.py,282,282,282,1,kwargs['storage'] = self.storage,kwargs['storage'] = self.storage,exact match
django__django-13343,ece18207cbb64dd89014e279ac636a6c9829828e,django/db/models/fields/files.py,232,232,232,1,self.storage = self.storage(),self.storage = self.storage(),exact match
django__django-13344,e39e727ded673e74016b5d3658d23cbe20234d11,django/middleware/security.py,22,22,22,1,self.get_response = get_response,self.get_response = get_response,exact match
django__django-13344,e39e727ded673e74016b5d3658d23cbe20234d11,django/middleware/cache.py,73,73,73,1,self.get_response = get_response,self.get_response = get_response,exact match
django__django-13344,e39e727ded673e74016b5d3658d23cbe20234d11,django/middleware/cache.py,135,135,135,1,self.get_response = get_response,self.get_response = get_response,exact match
django__django-13344,e39e727ded673e74016b5d3658d23cbe20234d11,django/middleware/cache.py,177,177,177,1,self.get_response = get_response,self.get_response = get_response,exact match
django__django-13346,9c92924cd5d164701e2514e1c2d6574126bd7cc2,django/db/models/query_utils.py,183,183,183,1,return self.output_field.get_lookup(lookup_name),return self.output_field.get_lookup(lookup_name),exact match
django__django-13449,2a55431a5678af52f669ffe7dff3dd0bd21727f8,django/db/models/expressions.py,1256,1256,1256,1,class Window(Expression):,class Window(Expression):,exact match
django__django-13512,b79088306513d5ed76d31ac40ab3c15f858946ea,django/forms/fields.py,1261,1261,1261,1,"return json.dumps(value, cls=self.encoder)","return json.dumps(value, cls=self.encoder)",exact match
django__django-13512,b79088306513d5ed76d31ac40ab3c15f858946ea,django/contrib/admin/utils.py,403,403,403,1,return field.get_prep_value(value),return field.get_prep_value(value),exact match
django__django-14007,619f26d2895d121854b1bed1b535d42b722e2eba,django/db/models/sql/compiler.py,1415,1415,1415,1,return self.connection.ops.fetch_returned_insert_rows(cursor),return self.connection.ops.fetch_returned_insert_rows(cursor),exact match
django__django-14007,619f26d2895d121854b1bed1b535d42b722e2eba,django/db/models/sql/compiler.py,1418,1418,1418,1,"return [self.connection.ops.fetch_returned_insert_columns(cursor, self.returning_params)]","return [self.connection.ops.fetch_returned_insert_columns(cursor, self.returning_params)]",exact match
django__django-14011,e4430f22c8e3d29ce5d9d0263fba57121938d06d,django/core/servers/basehttp.py,80,80,80,1,"class ThreadedWSGIServer(socketserver.ThreadingMixIn, WSGIServer):","class ThreadedWSGIServer(socketserver.ThreadingMixIn, WSGIServer):",exact match
django__django-14034,db1fc5cd3c5d36cdb5d0fe4404efd6623dd3e8fb,django/forms/boundfield.py,236,236,236,1,attrs['required'] = True,attrs['required'] = True,exact match
django__django-14053,179ee13eb37348cd87169a198aec18fedccc8668,django/contrib/staticfiles/storage.py,232,232,232,1,"yield name, hashed_name, processed","yield name, hashed_name, processed",exact match
django__django-14053,179ee13eb37348cd87169a198aec18fedccc8668,django/contrib/staticfiles/storage.py,239,239,239,1,"yield name, hashed_name, processed","yield name, hashed_name, processed",exact match
django__django-14170,6efc35b4fe3009666e56a60af0675d7d532bf4ff,django/db/models/lookups.py,544,544,544,1,bounds = connection.ops.year_lookup_bounds_for_datetime_field(year),bounds = connection.ops.year_lookup_bounds_for_datetime_field(year),exact match
django__django-14170,6efc35b4fe3009666e56a60af0675d7d532bf4ff,django/db/models/lookups.py,546,546,546,1,bounds = connection.ops.year_lookup_bounds_for_date_field(year),bounds = connection.ops.year_lookup_bounds_for_date_field(year),exact match
django__django-14315,187118203197801c6cb72dc8b06b714b23b6dd3d,django/db/backends/base/client.py,24,24,24,1,if env:,if env:,exact match
django__django-14315,187118203197801c6cb72dc8b06b714b23b6dd3d,django/db/backends/postgresql/client.py,54,54,54,1,"return args, env","return args, env",exact match
django__django-14349,a708f39ce67af174df90c5b5e50ad1976cec7cb8,django/core/validators.py,101,101,101,1,"def __call__(self, value):","def __call__(self, value):",exact match
django__django-14434,5e04e84d67da8163f365e9f5fcd169e2630e2873,django/db/backends/base/schema.py,1244,1244,1244,1,"table = Table(model._meta.db_table, self.quote_name)","table = Table(model._meta.db_table, self.quote_name)",exact match
django__django-15128,cb383753c0e0eb52306e1024d32a782549c27e61,django/db/models/sql/query.py,615,615,615,1,change_map[alias] = new_alias,change_map[alias] = new_alias,exact match
django__django-15563,9ffd4eae2ce7a7100c98f681e2b6ab818df384a4,django/db/models/sql/compiler.py,1839,1839,1839,1,query.add_fields([query.get_meta().pk.name]),query.add_fields([query.get_meta().pk.name]),exact match
django__django-15563,9ffd4eae2ce7a7100c98f681e2b6ab818df384a4,django/db/models/sql/compiler.py,1857,1857,1857,1,self.query.related_ids = idents,self.query.related_ids = idents,exact match
django__django-15563,9ffd4eae2ce7a7100c98f681e2b6ab818df384a4,django/db/models/sql/subqueries.py,137,137,137,1,"query.add_filter(""pk__in"", self.related_ids)","query.add_filter(""pk__in"", self.related_ids)",exact match
django__django-15572,0b31e024873681e187b574fe1c4afe5e48aeeecf,django/template/autoreload.py,20,20,20,1,items.update(cwd / to_path(dir) for dir in backend.engine.dirs),items.update(cwd / to_path(dir) for dir in backend.engine.dirs),exact match
django__django-15629,694cf458f16b8d340a3195244196980b2dec34fd,django/db/models/fields/related.py,1183,1183,1183,1,"return {""type"": self.db_type(connection), ""check"": self.db_check(connection)}","return {""type"": self.db_type(connection), ""check"": self.db_check(connection)}",exact match
django__django-15629,694cf458f16b8d340a3195244196980b2dec34fd,django/db/backends/sqlite3/schema.py,458,458,458,1,if new_field.unique and old_type != new_type:,if new_field.unique and old_type != new_type:,exact match
django__django-15916,88e67a54b7ed0210c11523a337b498aadb2f5187,django/forms/models.py,639,639,639,1,"form_class_attrs = {""Meta"": Meta, ""formfield_callback"": formfield_callback}","form_class_attrs = {""Meta"": Meta, ""formfield_callback"": formfield_callback}",exact match
django__django-15916,88e67a54b7ed0210c11523a337b498aadb2f5187,django/forms/models.py,266,266,266,1,"formfield_callback = attrs.pop(""formfield_callback"", base_formfield_callback)","formfield_callback = attrs.pop(""formfield_callback"", base_formfield_callback)",exact match
django__django-16256,76e37513e22f4d9a01c7f15eee36fe44388e6670,django/db/models/manager.py,87,87,87,1,"return getattr(self.get_queryset(), name)(*args, **kwargs)","return getattr(self.get_queryset(), name)(*args, **kwargs)",exact match
django__django-16454,1250483ebf73f7a82ff820b94092c63ce4238264,django/core/management/base.py,46,46,46,1,class CommandParser(ArgumentParser):,class CommandParser(ArgumentParser):,exact match
django__django-16502,246eb4836a6fb967880f838aa0d22ecfdca8b6f1,django/core/servers/basehttp.py,113,113,113,1,class ServerHandler(simple_server.ServerHandler):,class ServerHandler(simple_server.ServerHandler):,exact match
django__django-16502,246eb4836a6fb967880f838aa0d22ecfdca8b6f1,django/core/servers/basehttp.py,136,136,136,1,"if ""Content-Length"" not in self.headers:","if ""Content-Length"" not in self.headers:",exact match
django__django-16901,ee36e101e8f8c0acde4bb148b738ab7034e902a0,django/db/models/sql/where.py,138,138,138,1,"rhs = Exact(1, rhs_sum)","rhs = Exact(1, rhs_sum)",exact match
django__django-16938,1136aa5005f0ae70fea12796b7e37d6f027b9263,django/core/serializers/python.py,82,82,82,1,"return getattr(obj, field.name).only(""pk"").iterator()","return getattr(obj, field.name).only(""pk"").iterator()",exact match
django__django-16938,1136aa5005f0ae70fea12796b7e37d6f027b9263,django/core/serializers/xml_serializer.py,158,158,158,1,"return getattr(obj, field.name).only(""pk"").iterator()","return getattr(obj, field.name).only(""pk"").iterator()",exact match
matplotlib__matplotlib-20859,64619e53e9d0ed417daba287ac0d3a06943a54d5,lib/matplotlib/legend.py,437,437,437,1,"elif isinstance(parent, Figure):","elif isinstance(parent, Figure):",exact match
matplotlib__matplotlib-22719,a2a1b0a11b993fe5f8fab64b6161e99243a6393c,lib/matplotlib/category.py,61,61,61,1,if is_numlike:,if is_numlike:,exact match
matplotlib__matplotlib-23299,3eadeacc06c9f2ddcdac6ae39819faa9fbee9e39,lib/matplotlib/__init__.py,1090,1090,1090,1,orig = rcParams.copy(),orig = rcParams.copy(),exact match
matplotlib__matplotlib-24026,14c96b510ebeba40f573e512299b1976f35b620e,lib/matplotlib/stackplot.py,73,73,73,1,axes.set_prop_cycle(color=colors),axes.set_prop_cycle(color=colors),exact match
matplotlib__matplotlib-24637,a9ba9d5d3fe9d5ac15fbdb06127f97d381148dd0,lib/matplotlib/offsetbox.py,1461,1461,1461,1,self.offsetbox.draw(renderer),self.offsetbox.draw(renderer),exact match
matplotlib__matplotlib-25311,430fb1db88843300fb4baae3edc499bbfe073b0c,lib/matplotlib/offsetbox.py,1508,1508,1508,1,self.canvas = self.ref_artist.figure.canvas,self.canvas = self.ref_artist.figure.canvas,exact match
matplotlib__matplotlib-25479,7fdf772201e4c9bafbc16dfac23b5472d6a53fa2,lib/matplotlib/cm.py,148,148,148,1,self._cmaps[name] = cmap.copy(),self._cmaps[name] = cmap.copy(),exact match
matplotlib__matplotlib-25960,1d0d255b79e84dfc9f2123c5eb85a842d342f72b,lib/matplotlib/figure.py,2279,2279,2279,1,dx = wr[self._subplotspec.colspan].sum() / wr.sum(),dx = wr[self._subplotspec.colspan].sum() / wr.sum(),exact match
matplotlib__matplotlib-25960,1d0d255b79e84dfc9f2123c5eb85a842d342f72b,lib/matplotlib/figure.py,2280,2280,2280,1,dy = hr[self._subplotspec.rowspan].sum() / hr.sum(),dy = hr[self._subplotspec.rowspan].sum() / hr.sum(),exact match
matplotlib__matplotlib-25960,1d0d255b79e84dfc9f2123c5eb85a842d342f72b,lib/matplotlib/figure.py,2281,2281,2281,1,x0 = wr[:self._subplotspec.colspan.start].sum() / wr.sum(),x0 = wr[:self._subplotspec.colspan.start].sum() / wr.sum(),exact match
matplotlib__matplotlib-25960,1d0d255b79e84dfc9f2123c5eb85a842d342f72b,lib/matplotlib/figure.py,2282,2282,2282,1,y0 = 1 - hr[:self._subplotspec.rowspan.stop].sum() / hr.sum(),y0 = 1 - hr[:self._subplotspec.rowspan.stop].sum() / hr.sum(),exact match
matplotlib__matplotlib-26208,f0f133943d3e4f1e2e665291fe1c8f658a84cc09,lib/matplotlib/axes/_base.py,4444,4444,4444,1,return ax2,return ax2,exact match
matplotlib__matplotlib-26208,f0f133943d3e4f1e2e665291fe1c8f658a84cc09,lib/matplotlib/axes/_base.py,4473,4473,4473,1,return ax2,return ax2,exact match
matplotlib__matplotlib-26466,3dd06a46750d174f821df5377996f493f1af4ebb,lib/matplotlib/text.py,1459,1459,1459,1,self.xy = xy,self.xy = xy,exact match
matplotlib__matplotlib-26466,3dd06a46750d174f821df5377996f493f1af4ebb,lib/matplotlib/text.py,1392,1392,1392,1,self._ref_coord = ref_coord,self._ref_coord = ref_coord,exact match
mwaskom__seaborn-3187,22cdfb0c93f8ec78492d87edb810f10cb7f57a31,seaborn/_core/scales.py,381,381,381,1,labels = axis.major.formatter.format_ticks(locs),labels = axis.major.formatter.format_ticks(locs),exact match
mwaskom__seaborn-3187,22cdfb0c93f8ec78492d87edb810f10cb7f57a31,seaborn/utils.py,701,701,701,1,formatter = mpl.ticker.ScalarFormatter(),formatter = mpl.ticker.ScalarFormatter(),exact match
psf__requests-2317,091991be0da19de9108dbe5e3752917fea3d7fdc,requests/sessions.py,428,428,428,1,method = builtin_str(method),method = builtin_str(method),exact match
psf__requests-2931,5f7a3a74aab1625c2bb65f643197ee885e3da576,requests/models.py,84,84,84,1,return to_native_string(data),return to_native_string(data),exact match
pydata__xarray-3095,1757dffac2fa493d7b9a074b84cf8c830a706688,xarray/core/variable.py,1950,1950,1950,1,data = PandasIndexAdapter(self._data.array.copy(deep=True)),data = PandasIndexAdapter(self._data.array.copy(deep=True)),exact match
pydata__xarray-3305,69c7e01e5167a3137c285cb50d1978252bb8bcbf,xarray/core/variable.py,1595,1595,1595,1,"def quantile(self, q, dim=None, interpolation=""linear""):","def quantile(self, q, dim=None, interpolation=""linear""):",exact match
pydata__xarray-3305,69c7e01e5167a3137c285cb50d1978252bb8bcbf,xarray/core/variable.py,1661,1661,1661,1,"return Variable(new_dims, qs)","return Variable(new_dims, qs)",exact match
pydata__xarray-4687,d3b6aa6d8b997df115a53c001d00222a0f92f63a,xarray/core/computation.py,1730,1730,1730,1,"def where(cond, x, y):","def where(cond, x, y):",exact match
pydata__xarray-6599,6bb2b855498b5c68d7cca8cceb710365d58e6048,xarray/core/computation.py,1936,1936,1936,1,"if x.dtype.kind in ""mM"":","if x.dtype.kind in ""mM"":",exact match
pydata__xarray-6938,c4e40d991c28be51de9ac560ce895ac7f9b14924,xarray/core/variable.py,2884,2884,2884,1,return self,return self,exact match
pydata__xarray-6992,45c0a114e2b7b27b83c9618bc05b36afac82183c,xarray/core/dataset.py,4180,4180,4180,1,coord_names = set(new_variables) | self._coord_names,coord_names = set(new_variables) | self._coord_names,exact match
pydata__xarray-6992,45c0a114e2b7b27b83c9618bc05b36afac82183c,xarray/core/dataset.py,4182,4182,4182,1,"return self._replace(variables, coord_names=coord_names, indexes=indexes)","return self._replace(variables, coord_names=coord_names, indexes=indexes)",exact match
pydata__xarray-6992,45c0a114e2b7b27b83c9618bc05b36afac82183c,xarray/core/dataset.py,4169,4169,4169,1,if drop:,if drop:,exact match
pydata__xarray-7229,3aa75c8d00a4a2d4acf10d80f76b937cadb666b7,xarray/core/computation.py,1863,1863,1863,1,"keep_attrs = lambda attrs, context: getattr(x, ""attrs"", {})","keep_attrs = lambda attrs, context: getattr(x, ""attrs"", {})",exact match
pylint-dev__pylint-4604,1e55ae64624d28c5fe8b63ad7979880ee2e6ef3f,pylint/checkers/variables.py,1829,1829,1829,1,"if not isinstance(type_annotation, astroid.Subscript):","if not isinstance(type_annotation, astroid.Subscript):",exact match
pylint-dev__pylint-6386,754b487f4d892e3d4872b6fc7468a71db4e31c13,pylint/config/utils.py,221,221,221,1,"if not argument.startswith(""--""):","if not argument.startswith(""--""):",exact match
pylint-dev__pylint-6528,273a8b25620467c1e5686aa8d2a1dbb8c02c78d0,pylint/lint/pylinter.py,567,567,567,1,@staticmethod,@staticmethod,exact match
pylint-dev__pylint-6528,273a8b25620467c1e5686aa8d2a1dbb8c02c78d0,pylint/lint/pylinter.py,568,568,568,1,def _discover_files(files_or_modules: Sequence[str]) -> Iterator[str]:,def _discover_files(files_or_modules: Sequence[str]) -> Iterator[str]:,exact match
pylint-dev__pylint-8898,1f8c4d9eb185c16a2c1d881c054f015e1c2eb334,pylint/config/argument.py,117,117,117,1,for pattern in _csv_transformer(value):,for pattern in _csv_transformer(value):,exact match
pytest-dev__pytest-10051,aa55975c7d3f6c9f6d7f68accc41bb7cadf0eb9a,src/_pytest/logging.py,443,443,443,1,self.handler.reset(),self.handler.reset(),exact match
pytest-dev__pytest-5840,73c5b7f4b11a81e971f7d1bb18072e06a87060f4,src/_pytest/config/__init__.py,415,415,415,1,for parent in directory.parts():,for parent in directory.parts():,exact match
pytest-dev__pytest-5840,73c5b7f4b11a81e971f7d1bb18072e06a87060f4,src/_pytest/pathlib.py,346,346,346,1,return type(path)(normcase(str(path.realpath()))),return type(path)(normcase(str(path.realpath()))),exact match
pytest-dev__pytest-6197,e856638ba086fcf5bebf1bebea32d5cf78de87b4,src/_pytest/python.py,642,642,642,1,self._mount_obj_if_needed(),self._mount_obj_if_needed(),exact match
pytest-dev__pytest-7205,5e7f1ab4bf58e473e5d7f878eb2b499d7deabd29,src/_pytest/setuponly.py,69,69,69,1,"tw.write(""[{}]"".format(fixturedef.cached_param))","tw.write(""[{}]"".format(fixturedef.cached_param))",exact match
pytest-dev__pytest-7236,c98bc4cd3d687fe9b392d8eecd905627191d4f06,src/_pytest/unittest.py,223,223,223,1,"if self.config.getoption(""usepdb""):","if self.config.getoption(""usepdb""):",exact match
pytest-dev__pytest-7324,19ad5889353c7f5f2b65cc2acd346b7a9e95dfcd,src/_pytest/mark/expression.py,164,164,164,1,"return ast.Name(ident.value, ast.Load())","return ast.Name(ident.value, ast.Load())",exact match
pytest-dev__pytest-7490,7f7a36478abe7dd1fa993b115d22606aa0e35e88,src/_pytest/skipping.py,251,251,251,1,item._store[xfailed_key] = xfailed = evaluate_xfail_marks(item),item._store[xfailed_key] = xfailed = evaluate_xfail_marks(item),exact match
pytest-dev__pytest-7571,422685d0bdc110547535036c1ff398b5e1c44145,src/_pytest/logging.py,437,437,437,1,self.handler.setLevel(level),self.handler.setLevel(level),exact match
scikit-learn__scikit-learn-13124,9f0b959a8c9195d1b6e203f08b698e052b426ca9,sklearn/model_selection/_split.py,623,623,623,1,rng = self.random_state,rng = self.random_state,exact match
scikit-learn__scikit-learn-13142,1c8668b0a021832386470ddf740d834e02c66f69,sklearn/mixture/base.py,263,263,263,1,"_, log_resp = self._e_step(X)","_, log_resp = self._e_step(X)",exact match
scikit-learn__scikit-learn-14496,d49a6f13af2f22228d430ac64ac2b518937800d0,sklearn/cluster/optics_.py,440,440,440,1,"min_samples = max(2, min_samples * n_samples)","min_samples = max(2, min_samples * n_samples)",exact match
scikit-learn__scikit-learn-14983,06632c0d185128a53c57ccc73b25b6408e90bb89,sklearn/model_selection/_split.py,1066,1066,1066,1,class _RepeatedSplits(metaclass=ABCMeta):,class _RepeatedSplits(metaclass=ABCMeta):,exact match
scikit-learn__scikit-learn-14983,06632c0d185128a53c57ccc73b25b6408e90bb89,sklearn/model_selection/_split.py,2160,2160,2160,1,"value = getattr(self, key, None)","value = getattr(self, key, None)",exact match
scikit-learn__scikit-learn-25747,2c867b8f822eb7a684f0d5c4359e4426e1c9cfe0,sklearn/utils/_set_output.py,59,59,59,1,data_to_wrap.index = index,data_to_wrap.index = index,exact match
scikit-learn__scikit-learn-25931,e3d1f9ac39e4bf0f31430e779acc50fb05fe1b64,sklearn/ensemble/_iforest.py,348,348,348,1,"self.offset_ = np.percentile(self.score_samples(X), 100.0 * self.contamination)","self.offset_ = np.percentile(self.score_samples(X), 100.0 * self.contamination)",exact match
scikit-learn__scikit-learn-26194,e886ce4e1444c61b865e7839c9cff5464ee20ace,sklearn/metrics/_ranking.py,1086,1086,1086,1,"thresholds = np.r_[thresholds[0] + 1, thresholds]","thresholds = np.r_[thresholds[0] + 1, thresholds]",exact match
sphinx-doc__sphinx-10449,36367765fe780f962bba861bf368a765380bbc68,sphinx/ext/autodoc/typehints.py,126,126,126,1,if 'return' in annotations and 'return' not in arguments:,if 'return' in annotations and 'return' not in arguments:,exact match
sphinx-doc__sphinx-10449,36367765fe780f962bba861bf368a765380bbc68,sphinx/ext/autodoc/typehints.py,62,62,62,1,"modify_field_list(field_list, annotations[fullname])","modify_field_list(field_list, annotations[fullname])",exact match
sphinx-doc__sphinx-11510,6cb783c0024a873722952a67ebb9f41771c8eb6d,sphinx/directives/other.py,379,379,379,1,return super().run(),return super().run(),exact match
sphinx-doc__sphinx-7462,b3e26a6c851133b82b50f4b68b53692076574d13,sphinx/domains/python.py,121,121,121,1,result.pop(),result.pop(),exact match
sphinx-doc__sphinx-7462,b3e26a6c851133b82b50f4b68b53692076574d13,sphinx/pycode/ast.py,117,117,117,1,"return "", "".join(unparse(e) for e in node.elts)","return "", "".join(unparse(e) for e in node.elts)",exact match
